variant,mode,removed,removed_group,base_median_mm,new_median_mm,improvement_mm,new_rms_mm,new_max_mm,suspected_reason
raw_300_350,leave_one_out,6,,48.3240541813818,47.98235629992596,0.34169788145583624,48.19883633656027,62.41453359277687,unknown
raw_300_350,leave_one_out,7,,48.3240541813818,45.527111879050445,2.7969423023313524,49.596443297746816,72.15221565384984,unknown
raw_300_350,leave_one_out,8,,48.3240541813818,49.02421879126619,-0.7001646098843963,48.137342925644866,66.04629780904942,unknown
raw_300_350,leave_one_out,11,,48.3240541813818,45.092497446232045,3.231556735149752,47.08373130716811,68.38393729948308,unknown
raw_300_350,leave_one_out,14,,48.3240541813818,44.36603978912778,3.9580143922540145,47.22577764161093,68.23763891010715,unknown
raw_300_350,leave_one_out,22,,48.3240541813818,46.29055703533816,2.0334971460436364,46.251275254881655,59.06272114017268,unknown
raw_300_350,leave_one_out,23,,48.3240541813818,47.63591449653696,0.6881396848448347,48.31855743276577,66.81656608070615,unknown
raw_300_350,leave_one_out,24,,48.3240541813818,48.682418228206075,-0.3583640468242777,48.06220239894395,58.917449094511426,unknown
raw_300_350,leave_one_out,31,,48.3240541813818,45.40911733013752,2.9149368512442777,49.15260447506366,75.557994387408,unknown
raw_300_350,drop_top_1_residual,6,,48.3240541813818,47.98235629992596,0.34169788145583624,48.19883633656027,62.41453359277687,top residual group
raw_300_350,drop_top_2_residual,6 14,,48.3240541813818,44.43352939627597,3.890524785105825,46.93804625017801,63.360424619833964,top residual group
raw_300_350,drop_top_3_residual,6 14 24,,48.3240541813818,42.09689150878135,6.22716267260045,46.94704670821586,58.31603156721731,top residual group
raw_300_350,drop_top_4_residual,6 14 24 31,,48.3240541813818,37.77784050251606,10.54621367886574,45.34810772807832,69.7277308722534,top residual group
raw_300_350,drop_top_5_residual,6 7 14 24 31,,48.3240541813818,39.5500016599798,8.774052521401998,46.013985326033676,63.47101680436283,top residual group
raw_300_350,drop_index_group,2 4 5 6 7 8,group_0_0_8,48.3240541813818,18.487748245370092,29.836305936011705,17.867164718899133,23.222532167051114,possible cluster/tag movement
raw_300_350,drop_index_group,11 14,group_1_9_15,48.3240541813818,37.81280182294154,10.51125235844026,43.232652541668756,80.42554200631017,possible cluster/tag movement
raw_300_350,drop_index_group,22 23 24,group_2_16_24,48.3240541813818,29.521058338996948,18.80299584238485,30.11827795844396,55.609408295441575,possible cluster/tag movement
raw_300_350,drop_index_group,31,group_3_25_31,48.3240541813818,45.40911733013752,2.9149368512442777,49.15260447506366,75.557994387408,unknown
